Adj Close,Open,Low,Close,Volume,High,Date
182.179993,182.990005,181.449997,182.179993,3917500.0,183.580002,2017-03-03
182.990005,184.0,182.970001,182.990005,4902000.0,185.710007,2017-03-02
183.910004,181.850006,181.820007,183.910004,5350700.0,184.800003,2017-03-01
180.229996,180.339996,179.669998,180.229996,4761700.0,181.929993,2017-02-28
179.429993,178.0,177.550003,179.429993,2831000.0,179.880005,2017-02-27
177.440002,176.75,176.100006,177.440002,4169900.0,178.800003,2017-02-24
176.860001,175.970001,175.699997,176.860001,3442300.0,177.0,2017-02-23
175.360001,174.979996,174.009995,175.360001,2827500.0,175.75,2017-02-22
175.559998,173.919998,173.679993,175.559998,4029200.0,176.169998,2017-02-21
172.710007,170.410004,170.399994,172.710007,4878900.0,173.25,2017-02-17
170.809998,169.740005,168.75,170.809998,3057200.0,170.809998,2017-02-16
169.300003,168.419998,168.350006,169.300003,4005000.0,169.949997,2017-02-15
168.5,167.699997,167.220001,168.5,2579300.0,168.800003,2017-02-14
168.029999,166.449997,166.350006,168.029999,3765000.0,169.070007,2017-02-13
166.229996,165.25,164.470001,166.229996,2689700.0,166.449997,2017-02-10
164.279999,164.669998,164.059998,164.279999,3451100.0,165.089996,2017-02-09
163.809998,165.0,163.690002,163.809998,3041600.0,165.240005,2017-02-08
165.08,165.0,164.869995,166.5,4243200.0,167.419998,2017-02-07
162.581487,162.419998,162.380005,163.979996,3110500.0,164.080002,2017-02-06
161.014961,162.990005,162.309998,162.399994,2981700.0,163.559998,2017-02-03
160.876155,163.220001,160.820007,162.259995,3791700.0,163.970001,2017-02-02
162.571578,164.25,163.119995,163.970001,3138000.0,165.809998,2017-02-01
162.026266,164.960007,163.220001,163.419998,5350700.0,165.100006,2017-01-31
164.157938,165.919998,163.820007,165.570007,5456300.0,165.990005,2017-01-30
166.269762,169.210007,167.009995,167.699997,4883200.0,169.800003,2017-01-27
167.67765,167.25,167.25,169.119995,5436800.0,170.0,2017-01-26
165.932666,163.589996,163.240005,167.360001,7480000.0,168.649994,2017-01-25
159.180747,158.580002,157.839996,160.550003,3927500.0,160.929993,2017-01-24
156.493853,158.940002,157.289993,157.839996,3931200.0,159.5,2017-01-23
158.169442,159.809998,158.229996,159.529999,3384500.0,160.300003,2017-01-20
157.643964,158.869995,157.910004,159.0,3144000.0,159.869995,2017-01-19
156.96977,157.550003,156.75,158.320007,2087000.0,159.050003,2017-01-18
156.325305,158.199997,157.229996,157.669998,2758800.0,159.039993,2017-01-17
157.475415,158.740005,158.339996,158.830002,2435400.0,159.580002,2017-01-13
156.940012,159.149994,156.669998,158.289993,3020500.0,159.160004,2017-01-12
158.040546,159.539993,158.279999,159.399994,2416500.0,159.699997,2017-01-11
157.713374,158.960007,158.570007,159.070007,2988300.0,159.940002,2017-01-10
156.96977,159.0,158.169998,158.320007,2819400.0,159.240005,2017-01-09
157.743117,158.979996,157.889999,159.100006,2426000.0,159.660004,2017-01-06
157.356444,158.410004,157.399994,158.710007,2796000.0,159.699997,2017-01-05
157.2672,157.809998,157.809998,158.619995,3189800.0,159.229996,2017-01-04
155.631278,156.300003,155.210007,156.970001,3426100.0,157.139999,2017-01-03
154.352271,156.490005,154.960007,155.679993,2027700.0,156.789993,2016-12-30
154.362195,156.0,155.160004,155.690002,1804000.0,156.75,2016-12-29
154.768702,157.119995,156.009995,156.100006,1810400.0,157.350006,2016-12-28
156.136923,158.410004,156.910004,157.479996,1858700.0,158.479996,2016-12-27
156.46411,158.270004,156.509995,157.809998,2135800.0,158.270004,2016-12-23
156.117104,158.5,156.25,157.460007,3958500.0,158.990005,2016-12-22
156.136923,156.690002,156.649994,157.479996,2326000.0,158.5,2016-12-21
155.056222,156.960007,155.949997,156.389999,2270100.0,157.889999,2016-12-20
154.848007,155.160004,155.070007,156.179993,3002800.0,157.100006,2016-12-19
153.182342,153.880005,153.139999,154.5,5888300.0,156.0,2016-12-16
152.458572,153.929993,153.059998,153.770004,2889300.0,155.240005,2016-12-15
153.152599,156.229996,154.179993,154.470001,3640200.0,156.369995,2016-12-14
155.323924,159.100006,154.880005,156.660004,5650400.0,160.070007,2016-12-13
155.81966,156.0,154.300003,157.160004,4250600.0,158.0,2016-12-12
155.155376,155.649994,155.419998,156.490005,2707900.0,156.880005,2016-12-09
154.064751,154.600006,154.139999,155.389999,2928400.0,155.970001,2016-12-08
152.825412,151.669998,151.070007,154.139999,2955800.0,154.309998,2016-12-07
150.941622,150.839996,150.020004,152.240005,3476300.0,152.639999,2016-12-06
150.862302,153.240005,151.850006,152.160004,2855900.0,153.75,2016-12-05
150.951531,152.449997,151.119995,152.25,2105600.0,152.490005,2016-12-02
151.090337,150.740005,150.389999,152.389999,2843900.0,152.690002,2016-12-01
149.275942,151.589996,150.559998,150.559998,3991000.0,153.080002,2016-11-30
150.346733,149.830002,149.110001,151.639999,3945600.0,152.110001,2016-11-29
148.492686,149.0,148.320007,149.770004,4728800.0,150.089996,2016-11-28
148.760373,150.0,149.029999,150.039993,962300.0,150.149994,2016-11-25
148.462943,149.610001,149.029999,149.740005,2857500.0,150.809998,2016-11-23
148.244818,147.899994,147.880005,149.520004,3770000.0,149.759995,2016-11-22
145.76614,147.210007,146.520004,147.020004,2825900.0,148.490005,2016-11-21
145.101856,145.179993,144.460007,146.350006,2214400.0,146.600006,2016-11-18
144.09055,146.830002,145.0,145.330002,3656100.0,147.119995,2016-11-17
145.191084,147.300003,146.139999,146.440002,3559700.0,148.410004,2016-11-16
146.84684,148.440002,147.190002,148.110001,3856600.0,149.449997,2016-11-15
148.710811,148.210007,148.210007,149.990005,4490900.0,150.089996,2016-11-14
147.253347,147.119995,146.559998,148.520004,3585200.0,148.600006,2016-11-11
146.430424,146.509995,146.389999,147.690002,6508300.0,149.339996,2016-11-10
143.852592,141.600006,141.539993,145.089996,5494400.0,145.850006,2016-11-09
140.98724,141.919998,141.289993,142.199997,2823800.0,143.309998,2016-11-08
140.729459,141.5,141.490005,143.029999,3228200.0,143.100006,2016-11-07
137.295588,139.110001,138.800003,139.539993,2951500.0,140.850006,2016-11-04
137.767879,140.759995,139.350006,140.020004,2280800.0,140.899994,2016-11-03
138.486133,142.0,140.589996,140.75,2782100.0,142.869995,2016-11-02
140.119437,142.949997,141.809998,142.410004,3245000.0,143.899994,2016-11-01
140.139104,143.050003,142.149994,142.429993,3075900.0,143.350006,2016-10-31
140.709777,143.720001,142.169998,143.009995,4636100.0,144.0,2016-10-28
141.004955,145.830002,141.779999,143.309998,7857100.0,146.229996,2016-10-27
143.199082,138.429993,136.720001,145.539993,13272000.0,146.190002,2016-10-26
136.783963,137.529999,137.350006,139.020004,5209100.0,139.419998,2016-10-25
135.239208,136.410004,136.410004,137.449997,3814200.0,138.880005,2016-10-24
133.448489,134.720001,134.25,135.630005,2205000.0,136.190002,2016-10-21
133.655103,135.919998,135.369995,135.839996,2539700.0,136.75,2016-10-20
133.989631,135.419998,135.330002,136.179993,2265900.0,136.949997,2016-10-19
132.927015,135.029999,134.919998,135.100006,2271000.0,135.740005,2016-10-18
131.844702,133.5,133.330002,134.0,2435100.0,135.380005,2016-10-17
131.352744,134.559998,133.479996,133.5,2317400.0,135.25,2016-10-14
131.234679,132.419998,131.389999,133.380005,3544200.0,133.929993,2016-10-13
131.018216,133.759995,133.0,133.160004,2264200.0,134.279999,2016-10-12
131.588889,134.940002,133.270004,133.740005,3607300.0,135.690002,2016-10-11
133.655103,134.589996,134.589996,135.839996,3343300.0,136.869995,2016-10-10
131.697121,133.929993,132.539993,133.850006,4302000.0,134.660004,2016-10-07
132.257945,134.830002,133.679993,134.419998,3614900.0,135.0,2016-10-06
132.49409,132.929993,132.550003,134.660004,3137500.0,134.899994,2016-10-05
130.12285,132.770004,131.690002,132.25,2829200.0,133.229996,2016-10-04
130.250763,131.279999,130.740005,132.380005,2439400.0,132.720001,2016-10-03
129.621058,132.089996,131.270004,131.740005,3118900.0,132.630005,2016-09-30
128.922471,131.800003,130.679993,131.029999,2199400.0,132.779999,2016-09-29
130.103167,131.589996,130.589996,132.229996,1773000.0,132.360001,2016-09-28
129.207815,130.289993,129.860001,131.320007,1939000.0,131.740005,2016-09-27
128.469878,131.070007,130.429993,130.570007,2219900.0,131.580002,2016-09-26
129.660408,131.25,131.009995,131.779999,2330700.0,132.289993,2016-09-23
129.748957,131.449997,131.169998,131.869995,3253100.0,132.479996,2016-09-22
128.46003,128.179993,128.179993,130.559998,3227800.0,130.630005,2016-09-21
125.734586,127.949997,127.57,127.790001,2639300.0,128.5,2016-09-20
125.429575,127.5,127.269997,127.480003,3168100.0,128.300003,2016-09-19
124.662114,127.709999,126.339996,126.699997,8035600.0,127.709999,2016-09-16
125.714904,127.57,126.940002,127.769997,3462400.0,128.460007,2016-09-15
125.616514,128.910004,127.339996,127.669998,3955400.0,129.309998,2016-09-14
126.688978,129.220001,128.259995,128.759995,4552400.0,130.020004,2016-09-13
128.027104,126.879997,126.309998,130.119995,6381100.0,130.679993,2016-09-12
126.462682,131.940002,128.520004,128.529999,4892900.0,131.940002,2016-09-09
130.762389,132.320007,131.509995,132.899994,2618300.0,132.910004,2016-09-08
130.506576,132.479996,132.0,132.639999,2198700.0,133.080002,2016-09-07
130.850953,131.630005,131.270004,132.990005,4151800.0,132.990005,2016-09-06
129.050385,130.889999,130.580002,131.160004,2631000.0,131.960007,2016-09-02
127.810642,130.029999,128.360001,129.899994,2807200.0,130.029999,2016-09-01
127.367883,130.830002,129.139999,129.449997,3639200.0,130.830002,2016-08-31
128.706009,133.190002,130.679993,130.809998,3437300.0,133.440002,2016-08-30
130.762389,132.720001,132.320007,132.899994,2380000.0,133.580002,2016-08-29
130.103167,133.5,131.820007,132.229996,1973700.0,134.080002,2016-08-26
130.841104,133.300003,132.419998,132.979996,1921400.0,133.300003,2016-08-25
131.146115,134.009995,133.070007,133.289993,2135900.0,134.649994,2016-08-24
131.98245,135.320007,133.639999,134.139999,3481900.0,136.369995,2016-08-23
132.818784,134.300003,133.839996,134.990005,2520500.0,135.669998,2016-08-22
132.277627,134.5,133.839996,134.440002,1922600.0,135.0,2016-08-19
132.828618,134.720001,134.529999,135.0,2030800.0,135.960007,2016-08-18
132.553123,134.850006,134.110001,134.720001,2854600.0,134.990005,2016-08-17
132.828618,134.149994,133.399994,135.0,2759200.0,135.210007,2016-08-16
132.49409,133.699997,133.550003,134.660004,2812600.0,135.0,2016-08-15
130.959184,132.899994,132.630005,133.100006,2522600.0,133.779999,2016-08-12
130.860786,132.850006,132.300003,133.0,2275700.0,133.559998,2016-08-11
130.152366,132.100006,131.710007,132.279999,2642200.0,133.529999,2016-08-10
129.414422,132.729996,132.229996,132.619995,3013900.0,132.990005,2016-08-09
128.994823,132.139999,131.75,132.190002,2443800.0,132.949997,2016-08-08
128.545935,132.210007,131.009995,131.729996,3119500.0,132.440002,2016-08-05
128.038515,132.0,130.960007,131.210007,3008500.0,132.550003,2016-08-04
128.68255,131.770004,131.619995,131.869995,2359300.0,132.449997,2016-08-03
128.419087,132.949997,131.350006,131.600006,3156800.0,133.399994,2016-08-02
129.990172,133.210007,132.699997,133.210007,3067300.0,134.229996,2016-08-01
130.429292,133.050003,132.300003,133.660004,3559100.0,133.800003,2016-07-29
129.794995,135.399994,132.550003,133.009995,5142400.0,135.860001,2016-07-28
132.673702,136.139999,135.710007,135.960007,5661700.0,139.449997,2016-07-27
131.590531,132.899994,132.509995,134.850006,4667300.0,134.970001,2016-07-26
129.726694,133.179993,132.380005,132.940002,3078600.0,133.300003,2016-07-25
130.243883,131.75,130.570007,133.470001,4844900.0,133.490005,2016-07-22
130.30243,134.759995,133.029999,133.529999,2814100.0,134.979996,2016-07-21
131.463669,134.550003,134.039993,134.720001,2669400.0,135.179993,2016-07-20
131.405121,132.910004,132.830002,134.660004,3390000.0,135.669998,2016-07-19
130.204841,132.380005,131.949997,133.429993,3338400.0,133.889999,2016-07-18
129.189986,131.800003,131.449997,132.389999,2944900.0,132.75,2016-07-15
128.370293,131.630005,130.199997,131.550003,3984100.0,131.919998,2016-07-14
126.965097,131.279999,129.369995,130.110001,3061400.0,131.389999,2016-07-13
127.648174,132.800003,130.330002,130.809998,4318400.0,133.0,2016-07-12
128.84844,130.839996,130.800003,132.039993,3929900.0,133.25,2016-07-11
126.945576,128.600006,127.660004,130.089996,3597800.0,130.460007,2016-07-08
124.096158,126.919998,126.260002,127.169998,3049400.0,128.169998,2016-07-07
123.891234,127.25,123.959999,126.959999,3981700.0,127.309998,2016-07-06
123.900995,128.429993,126.629997,126.970001,4829400.0,129.0,2016-07-05
126.555251,129.539993,129.160004,129.690002,3247900.0,130.339996,2016-07-01
126.730893,127.080002,127.080002,129.869995,4110800.0,129.869995,2016-06-30
123.920508,125.489998,124.160004,126.989998,4916700.0,127.32,2016-06-29
120.89544,124.5,122.699997,123.889999,4438100.0,124.760002,2016-06-28
119.734201,125.68,122.349998,122.699997,6169000.0,125.75,2016-06-27
123.461867,128.139999,126.209999,126.519997,9707300.0,129.389999,2016-06-24
130.321951,133.910004,132.729996,133.550003,4113900.0,134.550003,2016-06-23
128.584976,132.100006,131.580002,131.770004,2640800.0,133.160004,2016-06-22
128.341019,133.190002,131.490005,131.520004,2841100.0,133.279999,2016-06-21
129.541285,131.360001,131.210007,132.75,4331900.0,133.899994,2016-06-20
126.682113,129.830002,128.809998,129.820007,6739600.0,129.990005,2016-06-17
126.242978,129.320007,126.900002,129.369995,4066100.0,129.889999,2016-06-16
127.013891,130.880005,129.970001,130.160004,3324800.0,131.759995,2016-06-15
127.34567,129.630005,128.5,130.5,3717000.0,130.600006,2016-06-14
126.779687,130.789993,129.880005,129.919998,3645000.0,131.509995,2016-06-13
127.9702,131.759995,130.369995,131.139999,3828600.0,132.119995,2016-06-10
129.882831,132.100006,131.919998,133.100006,3811200.0,133.820007,2016-06-09
129.785242,132.520004,132.039993,133.0,3883700.0,133.529999,2016-06-08
128.741098,132.410004,131.820007,131.929993,4424000.0,133.389999,2016-06-07
128.711824,127.599998,127.449997,131.899994,6996200.0,132.080002,2016-06-06
124.301081,126.419998,125.949997,127.379997,5476600.0,127.580002,2016-06-03
123.783893,126.650002,125.32,126.849998,4802100.0,127.029999,2016-06-02
123.354533,126.0,124.779999,126.410004,4679600.0,126.5,2016-06-01
123.100815,129.880005,126.040001,126.150002,6894400.0,129.979996,2016-05-31
126.09661,128.960007,128.830002,129.220001,2995100.0,129.699997,2016-05-27
126.184431,128.479996,128.320007,129.309998,2586300.0,129.899994,2016-05-26
125.745311,128.0,127.370003,128.860001,4656700.0,129.779999,2016-05-25
124.418183,127.760002,126.32,127.5,5102400.0,128.809998,2016-05-24
124.496251,127.400002,125.879997,127.580002,3977700.0,128.410004,2016-05-23
124.310841,129.130005,127.209999,127.389999,3297700.0,129.25,2016-05-20
124.984166,130.240005,127.089996,128.080002,5061600.0,130.429993,2016-05-19
127.823831,132.449997,130.339996,130.990005,4060400.0,133.179993,2016-05-18
129.355875,133.619995,131.960007,132.559998,4032000.0,134.490005,2016-05-17
130.897686,131.630005,131.550003,134.139999,3165400.0,134.410004,2016-05-16
128.926508,133.740005,131.910004,132.119995,3965900.0,134.940002,2016-05-13
131.170917,133.490005,133.490005,134.419998,4591300.0,135.039993,2016-05-12
129.785242,133.809998,132.940002,133.0,3284100.0,134.990005,2016-05-11
130.400015,133.179993,132.789993,134.720001,3382700.0,135.240005,2016-05-10
127.864034,132.800003,131.820007,132.100006,3431100.0,133.809998,2016-05-09
128.986826,132.110001,131.759995,133.259995,2459900.0,133.630005,2016-05-06
127.844671,131.729996,131.119995,132.080002,4199200.0,132.639999,2016-05-05
126.692828,131.589996,130.529999,130.889999,3340500.0,132.309998,2016-05-04
128.241527,132.699997,131.460007,132.490005,4006100.0,133.309998,2016-05-03
129.712776,134.380005,133.229996,134.009995,3703800.0,135.0,2016-05-02
130.477452,134.419998,132.809998,134.800003,3716700.0,135.229996,2016-04-29
130.477452,136.289993,134.5,134.800003,4938800.0,137.720001,2016-04-28
132.684339,133.199997,131.949997,137.080002,6930800.0,137.889999,2016-04-27
128.967478,131.25,131.059998,133.240005,6103400.0,133.270004,2016-04-26
126.557318,130.449997,129.309998,130.75,4600100.0,131.0,2016-04-25
126.847701,131.089996,130.5,131.050003,3858100.0,131.830002,2016-04-22
126.547644,130.979996,130.300003,130.740005,4799600.0,132.639999,2016-04-21
126.383097,128.550003,128.490005,130.570007,6799000.0,131.360001,2016-04-20
128.425422,132.570007,132.210007,132.679993,2931000.0,133.850006,2016-04-19
127.738198,131.130005,130.320007,131.970001,3056000.0,132.25,2016-04-18
126.925137,130.949997,130.679993,131.130005,5008700.0,131.600006,2016-04-15
126.654117,131.5,130.529999,130.850006,4527600.0,131.949997,2016-04-14
126.934811,130.490005,129.809998,131.139999,3514800.0,131.5,2016-04-13
125.318364,127.620003,126.68,129.470001,4239200.0,130.380005,2016-04-12
123.80839,128.25,127.68,127.910004,3611700.0,129.899994,2016-04-11
123.779345,128.039993,127.610001,127.879997,3939800.0,130.020004,2016-04-08
122.927567,127.0,126.559998,127.0,4596300.0,128.940002,2016-04-07
123.827745,127.160004,125.75,127.93,3998000.0,128.039993,2016-04-06
122.956603,126.150002,125.580002,127.029999,4660100.0,128.589996,2016-04-05
122.288727,126.540001,125.879997,126.339996,5036500.0,127.970001,2016-04-04
122.888848,126.230003,125.110001,126.959999,5328000.0,127.089996,2016-04-01
122.869493,128.089996,125.25,126.940002,8758300.0,128.380005,2016-03-31
124.456903,131.479996,128.020004,128.580002,5949000.0,132.729996,2016-03-30
126.683154,129.830002,128.179993,130.880005,4910200.0,130.929993,2016-03-29
127.079995,132.529999,130.550003,131.289993,3352200.0,132.619995,2016-03-28
127.883382,131.610001,130.029999,132.119995,4573100.0,132.229996,2016-03-24
128.599658,134.990005,132.740005,132.860001,4361200.0,135.0,2016-03-23
130.787183,135.139999,134.779999,135.119995,4989000.0,136.100006,2016-03-22
131.503459,133.460007,133.389999,135.860001,5671400.0,136.779999,2016-03-21
129.664391,131.240005,131.009995,133.960007,9108400.0,134.679993,2016-03-18
126.508918,128.070007,127.419998,130.699997,5801000.0,131.600006,2016-03-17
123.479288,126.239998,125.75,127.57,5154700.0,128.130005,2016-03-16
122.30809,125.550003,124.209999,126.360001,3717500.0,126.370003,2016-03-15
122.288727,123.93,123.860001,126.339996,4283400.0,127.0,2016-03-14
120.633561,124.129997,123.860001,124.629997,3260100.0,125.5,2016-03-11
118.997759,123.139999,121.43,122.940002,4111300.0,123.82,2016-03-10
118.920322,122.379997,122.029999,122.860001,3380300.0,123.260002,2016-03-09
118.426674,121.980003,121.309998,122.349998,5257300.0,122.970001,2016-03-08
118.95904,120.800003,120.57,122.900002,4504700.0,123.32,2016-03-07
